source;target
C4H2+;H2
C;C5H+
C;H
C4H2+;C5H+
C4H2+;H
C+;C3+
C+;HCN
HC3N;C3+
HC3N;HCN
C+;C3H+
C+;CN
HC3N;C3H+
HC3N;CN
C+;C2N+
C+;C2H
HC3N;C2N+
HC3N;C2H
C+;C4N+
C+;H
HC3N;C4N+
HC3N;H
C;C5H+
C;H2
C4H3+;C5H+
C4H3+;H2
C+;C3H2+
C+;C2H
C4H3;C3H2+
C4H3;C2H
C+;C5H+
C+;H2
C4H3;C5H+
C4H3;H2
C;C5H2+
C;H
C4H3+;C5H2+
C4H3+;H
C+;C5H2+
C+;H
C4H3;C5H2+
C4H3;H
C+;C3+
C+;CO
C3O;C3+
C3O;CO
C+;C4+
C+;O
C3O;C4+
C3O;O
C+;C3H2+
C+;HCN
CH2CHCN;C3H2+
CH2CHCN;HCN
C+;C3H3+
C+;CN
CH2CHCN;C3H3+
CH2CHCN;CN
C+;H2C4N+
C+;H
CH2CHCN;H2C4N+
CH2CHCN;H
C+;SiC3+
C+;H
SiC2H;SiC3+
SiC2H;H
C;SiC3+
C;H
SiC2H+;SiC3+
SiC2H+;H
C+;SiC3H+
C+;H
SiC2H2;SiC3H+
SiC2H2;H
C;SiC3H+
C;H
SiC2H2+;SiC3H+
SiC2H2+;H
C+;CP+
C+;C2
CCP;CP+
CCP;C2
C;SiC3H2+
C;H
SiC2H3+;SiC3H2+
SiC2H3+;H
C+;CP+
C+;C2H
HC2P;CP+
HC2P;C2H
C+;CCP+
C+;CH
HC2P;CCP+
HC2P;CH
C+;C3+
C+;S
C2S;C3+
C2S;S
C;C3S+
C;H
HC2S+;C3S+
HC2S+;H
C+;CH3CO+
C+;C2H3
CH3COCH3;CH3CO+
CH3COCH3;C2H3
C+;CS+
C+;CO
OCS;CS+
OCS;CO
C+;SiC+
C+;S
SiS;SiC+
SiS;S
C+;C6+
C+;H
C5H;C6+
C5H;H
C;C6+
C;H
C5H+;C6+
C5H+;H
C+;C6+
C+;H2
C5H2;C6+
C5H2;H2
C;C6+
C;H2
C5H2+;C6+
C5H2+;H2
C+;C6H+
C+;H
C5H2;C6H+
C5H2;H
C;C6H+
C;H
C5H2+;C6H+
C5H2+;H
C;C6H+
C;H2
C5H3+;C6H+
C5H3+;H2
C;C6H2+
C;H
C5H3+;C6H2+
C5H3+;H
C+;SO+
C+;CO
SO2;SO+
SO2;CO
C+;C5H3+
C+;CH
CH3C4H;C5H3+
CH3C4H;CH
C+;C6H2+
C+;H2
CH3C4H;C6H2+
CH3C4H;H2
C+;C6H3+
C+;H
CH3C4H;C6H3+
CH3C4H;H
C+;C3N
C+;C2H3+
CH3C3N;C3N
CH3C3N;C2H3+
C+;C4H3+
C+;CN
CH3C3N;C4H3+
CH3C3N;CN
C+;SiC4+
C+;H
SiC3H;SiC4+
SiC3H;H
C;SiC4+
C;H
SiC3H+;SiC4+
SiC3H+;H
C;H3C5N+
C;H
CH3C3NH+;H3C5N+
CH3C3NH+;H
C;SiC4H+
C;H
SiC3H2+;SiC4H+
SiC3H2+;H
C+;C4+
C+;P
C3P;C4+
C3P;P
C+;C4+
C+;S
C3S;C4+
C3S;S
C+;C7+
C+;H
C6H;C7+
C6H;H
C+;C7+
C+;H2
C6H2;C7+
C6H2;H2
C;C7+
C;H2
C6H2+;C7+
C6H2+;H2
C+;C7H+
C+;H
C6H2;C7H+
C6H2;H
C;C7H+
C;H
C6H2+;C7H+
C6H2+;H
C+;C5H+
C+;CN
HC5N;C5H+
HC5N;CN
C;C7H+
C;H2
C6H3+;C7H+
C6H3+;H2
C;C7H2+
C;H
C6H3+;C7H2+
C6H3+;H
C+;C5H3+
C+;C2H3
C6H6;C5H3+
C6H6;C2H3
C+;C7H5+
C+;H
C6H6;C7H5+
C6H6;H
C+;C3H3+
C+;C4H3
C6H6;C3H3+
C6H6;C4H3
C+;C5+
C+;P
C4P;C5+
C4P;P
C+;C5+
C+;S
C4S;C5+
C4S;S
C+;C8+
C+;H
C7H;C8+
C7H;H
C;C8+
C;H
C7H+;C8+
C7H+;H
C+;C8+
C+;H2
C7H2;C8+
C7H2;H2
C;C8+
C;H2
C7H2+;C8+
C7H2+;H2
C+;C8H+
C+;H
C7H2;C8H+
C7H2;H
C;C8H+
C;H
C7H2+;C8H+
C7H2+;H
C;C8H+
C;H2
C7H3+;C8H+
C7H3+;H2
C;C8H2+
C;H
C7H3+;C8H2+
C7H3+;H
C+;C7H3+
C+;CH
C7H4;C7H3+
C7H4;CH
C+;C8H2+
C+;H2
C7H4;C8H2+
C7H4;H2
C+;C6H3+
C+;CN
CH3C5N;C6H3+
CH3C5N;CN
C;H3C7N+
C;H
CH3C5NH+;H3C7N+
CH3C5NH+;H
C+;C9+
C+;H
C8H;C9+
C8H;H
C+;C9+
C+;H2
C8H2;C9+
C8H2;H2
C;C9+
C;H2
C8H2+;C9+
C8H2+;H2
C+;C9H+
C+;H
C8H2;C9H+
C8H2;H
C;C9H+
C;H
C8H2+;C9H+
C8H2+;H
C+;C7H+
C+;CN
HC7N;C7H+
HC7N;CN
C;C9H+
C;H2
C8H3+;C9H+
C8H3+;H2
C;C9H2+
C;H
C8H3+;C9H2+
C8H3+;H
C+;C10+
C+;H
C9H;C10+
C9H;H
C;C10+
C;H
C9H+;C10+
C9H+;H
C+;C10+
C+;H2
C9H2;C10+
C9H2;H2
C;C10+
C;H2
C9H2+;C10+
C9H2+;H2
C+;C8H3+
C+;CN
CH3C7N;C8H3+
CH3C7N;CN
C;H3C9N+
C;H
CH3C7NH+;H3C9N+
CH3C7NH+;H
C+;C9H+
C+;CN
HC9N;C9H+
HC9N;CN
CH+;C2+
CH+;H2
CH;C2+
CH;H2
CH+;CN+
CH+;H
N;CN+
N;H
CH;CN+
CH;H
N+;CN+
N+;H
CH+;C2H+
CH+;H2
CH2;C2H+
CH2;H2
CH;CH2+
CH;N
NH+;CH2+
NH+;N
CH+;CN+
CH+;H2
NH;CN+
NH;H2
CH;C2H2+
CH;H2
CH3+;C2H2+
CH3+;H2
CH+;CO+
CH+;H
O;CO+
O;H
CH;CO+
CH;H
O+;CO+
O+;H
CH+;HCN+
CH+;H2
NH2;HCN+
NH2;H2
CH;NH
CH;CH2+
NH2+;NH
NH2+;CH2+
CH+;C2H4+
CH+;H
CH4;C2H4+
CH4;H
CH+;C2H2+
CH+;H2
CH+;H
CH4;C2H2+
CH4;H2
CH4;H
CH+;C2H3+
CH+;H2
CH4;C2H3+
CH4;H2
CH;O
CH;CH2+
OH+;O
OH+;CH2+
CH+;CO+
CH+;H2
OH;CO+
OH;H2
CH+;NH4+
CH+;C
NH3;NH4+
NH3;C
CH;NH4+
CH;C
NH3+;NH4+
NH3+;C
CH+;H2NC+
CH+;H2
NH3;H2NC+
NH3;H2
CH;CH4
CH;CH2+
CH5+;CH4
CH5+;CH2+
CH+;H3O+
CH+;C
H2O;H3O+
H2O;C
CH;OH
CH;CH2+
H2O+;OH
H2O+;CH2+
CH+;H2CO+
CH+;H
H2O;H2CO+
H2O;H
CH+;HCO+
CH+;H2
H2O;HCO+
H2O;H2
CH;H2O
CH;CH2+
H3O+;H2O
H3O+;CH2+
CH+;C3+
CH+;H
C2;C3+
C2;H
CH;C3+
CH;H
C2+;C3+
C2+;H
CH;C3H+
CH;H
C2H+;C3H+
C2H+;H
CH+;C3+
CH+;H2
C2H;C3+
C2H;H2
CH;C2
CH;CH2+
C2H+;C2
C2H+;CH2+
CH+;C2N+
CH+;H
CN;C2N+
CN;H
CH+;CNC+
CH+;H
CN;CNC+
CN;H
CH+;C3H2+
CH+;H
C2H2;C3H2+
C2H2;H
CH;C3H2+
CH;H
C2H2+;C3H2+
C2H2+;H
CH+;HCNH+
CH+;C
HCN;HCNH+
HCN;C
CH+;HCNH+
CH+;C
HNC;HCNH+
HNC;C
CH;CN
CH;CH2+
HCN+;CN
HCN+;CH2+
CH+;C2N+
CH+;H2
HCN;C2N+
HCN;H2
CH+;C2NH+
CH+;H
HCN;C2NH+
HCN;H
CH;HCO+
CH;C
CO+;HCO+
CO+;C
CH;HCN
CH;CH2+
HCNH+;HCN
HCNH+;CH2+
CH;HNC
CH;CH2+
HCNH+;HNC
HCNH+;CH2+
CH;SiC+
CH;H
Si+;SiC+
Si+;H
CH+;CO
CH+;CH2+
HCO;CO
HCO;CH2+
CH;CO
CH;CH2+
HCO+;CO
HCO+;CH2+
CH;N2
CH;CH2+
HN2+;N2
HN2+;CH2+
CH;Si
CH;CH2+
SiH+;Si
SiH+;CH2+
CH+;CO
CH+;CH3+
H2CO;CO
H2CO;CH3+
CH+;H3CO+
CH+;C
H2CO;H3CO+
H2CO;C
CH+;HCO+
CH+;CH2
H2CO;HCO+
H2CO;CH2
CH+;CH2CO+
CH+;H
H2CO;CH2CO+
H2CO;H
CH;HCO
CH;CH2+
H2CO+;HCO
H2CO+;CH2+
CH;NO
CH;CH2+
HNO+;NO
HNO+;CH2+
CH;H2CO
CH;CH2+
H3CO+;H2CO
H3CO+;CH2+
CH+;CO+
CH+;OH
O2;CO+
O2;OH
CH+;HCO+
CH+;O
O2;HCO+
O2;O
CH+;HCO
CH+;O+
O2;HCO
O2;O+
CH;HCO+
CH;O
O2+;HCO+
O2+;O
CH+;H2CO
CH+;CH3+
CH3OH;H2CO
CH3OH;CH3+
CH+;H3CO+
CH+;CH2
CH3OH;H3CO+
CH3OH;CH2
CH+;CH3OH2+
CH+;C
CH3OH;CH3OH2+
CH3OH;C
CH+;HS+
CH+;C
S;HS+
S;C
CH+;CS+
CH+;H
S;CS+
S;H
CH;CS+
CH;H
S+;CS+
S+;H
CH;O2
CH;CH2+
O2H+;O2
O2H+;CH2+
CH;S
CH;CH2+
HS+;S
HS+;CH2+
CH+;H3S+
CH+;C
H2S;H3S+
H2S;C
CH+;HCS+
CH+;H2
H2S;HCS+
H2S;H2
CH+;HCO+
CH+;CO
CO2;HCO+
CO2;CO
CH;HCO+
CH;Si
SiO+;HCO+
SiO+;Si
CH+;HCS+
CH+;CO
OCS;HCS+
OCS;CO
CH+;HOCS+
CH+;C
OCS;HOCS+
OCS;C
N;HCN+
N;H
CH2+;HCN+
CH2+;H
N+;N2+
N+;H
NH;N2+
NH;H
N;N2+
N;H
NH+;N2+
NH+;H
N;H2NC+
N;H
CH3+;H2NC+
CH3+;H
N;HN2+
N;H
NH2+;HN2+
NH2+;H
N+;CH3+
N+;N
N+;H
CH4;CH3+
CH4;N
CH4;H
N+;HCN+
N+;H2
N+;H
CH4;HCN+
CH4;H2
CH4;H
N+;HCNH+
N+;H
N+;H
CH4;HCNH+
CH4;H
CH4;H
N;NO+
N;H
OH+;NO+
OH+;H
N+;NH2+
N+;NH
NH3;NH2+
NH3;NH
N+;HN2+
N+;H2
NH3;HN2+
NH3;H2
N;NO+
N;H2
H2O+;NO+
H2O+;H2
N;HNO+
N;H
H2O+;HNO+
H2O+;H
N;CN
N;C+
C2+;CN
C2+;C+
N;CN
N;CH+
C2H+;CN
C2H+;CH+
N;C2N+
N;H
C2H+;C2N+
C2H+;H
N;N2+
N;C
CN+;N2+
CN+;C
N;HCN
N;CH+
C2H2+;HCN
C2H2+;CH+
N;C2N+
N;H2
C2H2+;C2N+
C2H2+;H2
N;C2NH+
N;H
C2H2+;C2NH+
C2H2+;H
N;C2NH+
N;H2
C2H3+;C2NH+
C2H3+;H2
N+;NO+
N+;C
CO;NO+
CO;C
N;CH3CN+
N;H
C2H4+;CH3CN+
C2H4+;H
N+;CO
N+;NH+
HCO;CO
HCO;NH+
N;SiN+
N;H
SiH+;SiN+
SiH+;H
N+;N2+
N+;O
NO;N2+
NO;O
N+;HCO+
N+;NH
H2CO;HCO+
H2CO;NH
N+;NO+
N+;CH2
H2CO;NO+
H2CO;CH2
N;HNSi+
N;H
SiH2+;HNSi+
SiH2+;H
N;HNSi+
N;H2
SiH3+;HNSi+
SiH3+;H2
N;SiNH2+
N;H
SiH3+;SiNH2+
SiH3+;H
N+;NO
N+;O+
O2;NO
O2;O+
N+;NO+
N+;O
O2;NO+
O2;O
N;NO+
N;O
O2+;NO+
O2+;O
N+;NO+
N+;CH3
N+;H
CH3OH;NO+
CH3OH;CH3
CH3OH;H
N+;NO
N+;CH3+
N+;H
CH3OH;NO
CH3OH;CH3+
CH3OH;H
N+;H2CO+
N+;NH
N+;H
CH3OH;H2CO+
CH3OH;NH
CH3OH;H
N+;H3CO+
N+;NH
CH3OH;H3CO+
CH3OH;NH
N;NO2+
N;H
O2H+;NO2+
O2H+;H
N;NS+
N;H
HS+;NS+
HS+;H
N+;HS+
N+;NH
H2S;HS+
H2S;NH
N+;HS
N+;NH+
H2S;HS
H2S;NH+
N;NS+
N;H2
H2S+;NS+
H2S+;H2
N+;S+
N+;NH
N+;H
H2S;S+
H2S;NH
H2S;H
N;C3N+
N;H
C3H+;C3N+
C3H+;H
N;C2H2+
N;CN
C3H2+;C2H2+
C3H2+;CN
N;HCNH+
N;C2
C3H2+;HCNH+
C3H2+;C2
N;HC3NH+
N;H
H2C3H+;HC3NH+
H2C3H+;H
N;HC3NH+
N;H2
CH3CCH+;HC3NH+
CH3CCH+;H2
N;Si+
N;CN
SiC+;Si+
SiC+;CN
N;C2H4+
N;HCN
C3H5+;C2H4+
C3H5+;HCN
N;C2H3CN+
N;H2
C3H5+;C2H3CN+
C3H5+;H2
N;Si+
N;HCN
N;H
SiCH2+;Si+
SiCH2+;HCN
SiCH2+;H
N+;NO
N+;CO+
CO2;NO
CO2;CO+
N;NO+
N;Si
SiO+;NO+
SiO+;Si
N;NO
N;Si+
SiO+;NO
SiO+;Si+
N;NS+
N;O
SO+;NS+
SO+;O
N;HC4N+
N;H
C4H2+;HC4N+
C4H2+;H
N;C3H+
N;HCN
C4H2+;C3H+
C4H2+;HCN
N;HCNH+
N;C3
C4H2+;HCNH+
C4H2+;C3
N;C2N+
N;HCN
HC3N+;C2N+
HC3N+;HCN
N;C3H+
N;N2
HC3N+;C3H+
HC3N+;N2
N+;C2N+
N+;N2
NCCN;C2N+
NCCN;N2
N+;C2N2+
N+;N
NCCN;C2N2+
NCCN;N
N;CH3C3NH+
N;H
C4H5+;CH3C3NH+
C4H5+;H
N+;S+
N+;CO
N+;N
OCS;S+
OCS;CO
OCS;N
N+;CS+
N+;NO
OCS;CS+
OCS;NO
N;C5N+
N;H
C5H+;C5N+
C5H+;H
N;HC5N+
N;H
C5H2+;HC5N+
C5H2+;H
N;H2C5N+
N;H
C5H3+;H2C5N+
C5H3+;H
N;H3C5N+
N;H
CH3C4H+;H3C5N+
CH3C4H+;H
N;H3C5N+
N;H2
C5H5+;H3C5N+
C5H5+;H2
N;C5H+
N;HCN
C6H2+;C5H+
C6H2+;HCN
N;CH3C4H+
N;HCN
C6H5+;CH3C4H+
C6H5+;HCN
N;C7N+
N;H
C7H+;C7N+
C7H+;H
N;HC7N+
N;H
C7H2+;HC7N+
C7H2+;H
N;H2C7N+
N;H
C7H3+;H2C7N+
C7H3+;H
N;H3C7N+
N;H
C7H4+;H3C7N+
C7H4+;H
N;H3C7N+
N;H2
C7H5+;H3C7N+
C7H5+;H2
N;C9N+
N;H
C9H+;C9N+
C9H+;H
N;HC9N+
N;H
C9H2+;HC9N+
C9H2+;H
N;H2C9N+
N;H
C9H3+;H2C9N+
C9H3+;H
N;H3C9N+
N;H
C9H4+;H3C9N+
C9H4+;H
CH2;CH3+
CH2;N
NH+;CH3+
NH+;N
CH2;C2H3+
CH2;H2
CH3+;C2H3+
CH3+;H2
CH2+;HCO+
CH2+;H
O;HCO+
O;H
CH2;CH3+
CH2;NH
NH2+;CH3+
NH2+;NH
CH2+;C2H4+
CH2+;H2
CH4;C2H4+
CH4;H2
CH2+;C2H5+
CH2+;H
CH4;C2H5+
CH4;H
CH2;O
CH2;CH3+
OH+;O
OH+;CH3+
CH2+;NH4+
CH2+;CH
NH3;NH4+
NH3;CH
CH2+;CH4N+
CH2+;H
NH3;CH4N+
NH3;H
CH2;NH2
CH2;CH3+
NH3+;NH2
NH3+;CH3+
CH2;CH4
CH2;CH3+
CH5+;CH4
CH5+;CH3+
CH2+;H3CO+
CH2+;H
H2O;H3CO+
H2O;H
CH2;OH
CH2;CH3+
H2O+;OH
H2O+;CH3+
CH2;H2O
CH2;CH3+
H3O+;H2O
H3O+;CH3+
CH2;C3H+
CH2;H
C2+;C3H+
C2+;H
CH2;C2
CH2;CH3+
C2H+;C2
C2H+;CH3+
CH2+;C3H2+
CH2+;H
C2H;C3H2+
C2H;H
CH2;C3H2+
CH2;H
C2H+;C3H2+
C2H+;H
CH2;H2C3H+
CH2;H
C2H2+;H2C3H+
C2H2+;H
CH2+;CH2CN+
CH2+;H
HCN;CH2CN+
HCN;H
CH2;CN
CH2;CH3+
HCN+;CN
HCN+;CH3+
CH2;HCO+
CH2;CH
CO+;HCO+
CO+;CH
CH2;HCN
CH2;CH3+
HCNH+;HCN
HCNH+;CH3+
CH2;HNC
CH2;CH3+
HCNH+;HNC
HCNH+;CH3+
CH2;HCSi+
CH2;H
Si+;HCSi+
Si+;H
CH2+;CO
CH2+;CH3+
HCO;CO
HCO;CH3+
CH2;CO
CH2;CH3+
HCO+;CO
HCO+;CH3+
CH2;N2
CH2;CH3+
HN2+;N2
HN2+;CH3+
CH2+;CH3CO+
CH2+;H
H2CO;CH3CO+
H2CO;H
CH2+;HCO+
CH2+;CH3
H2CO;HCO+
H2CO;CH3
CH2;HCO
CH2;CH3+
H2CO+;HCO
H2CO+;CH3+
CH2+;CH2CO+
CH2+;H2
H2CO;CH2CO+
H2CO;H2
CH2;NO
CH2;CH3+
HNO+;NO
HNO+;CH3+
CH2;H2CO+
CH2;O
O2+;H2CO+
O2+;O
CH2+;HCO+
CH2+;OH
O2;HCO+
O2;OH
CH2+;HCS+
CH2+;H
S;HCS+
S;H
CH2;HCS+
CH2;H
S+;HCS+
S+;H
CH2;O2
CH2;CH3+
O2H+;O2
O2H+;CH3+
CH2+;H3S+
CH2+;CH
H2S;H3S+
H2S;CH
CH2+;HCS+
CH2+;H2
CH2+;H
H2S;HCS+
H2S;H2
H2S;H
CH2+;H3CS+
CH2+;H
H2S;H3CS+
H2S;H
CH2+;H2CO+
CH2+;CO
CO2;H2CO+
CO2;CO
CH2;H2CO
CH2;Si+
SiO+;H2CO
SiO+;Si+
CH2+;HCS+
CH2+;HCO
OCS;HCS+
OCS;HCO
CH2+;H2CS+
CH2+;CO
OCS;H2CS+
OCS;CO
NH+;NH2+
NH+;N
NH;NH2+
NH;N
NH;HCNH+
NH;H2
CH3+;HCNH+
CH3+;H2
NH+;OH+
NH+;N
O;OH+
O;N
NH;NO+
NH;H
O+;NO+
O+;H
NH+;NH3+
NH+;N
NH2;NH3+
NH2;N
NH;NH3+
NH;N
NH2+;NH3+
NH2+;N
NH+;H2O+
NH+;N
OH;H2O+
OH;N
NH;NH2+
NH;O
OH+;NH2+
OH+;O
NH+;NH4+
NH+;N
NH3;NH4+
NH3;N
NH;NH4+
NH;N
NH3+;NH4+
NH3+;N
NH;CH4
NH;NH2+
CH5+;CH4
CH5+;NH2+
NH+;NH3+
NH+;O
H2O;NH3+
H2O;O
NH+;H3O+
NH+;N
H2O;H3O+
H2O;N
NH+;HNO+
NH+;H2
H2O;HNO+
H2O;H2
NH;H3O+
NH;N
H2O+;H3O+
H2O+;N
NH+;OH
NH+;NH2+
H2O;OH
H2O;NH2+
NH+;C2H+
NH+;N
C2;C2H+
C2;N
NH+;HCN+
NH+;C
C2;HCN+
C2;C
NH;C2H+
NH;N
C2+;C2H+
C2+;N
NH+;C2N+
NH+;H
C2;C2N+
C2;H
NH;C2N+
NH;H
C2+;C2N+
C2+;H
NH+;C2H2+
NH+;N
C2H;C2H2+
C2H;N
NH+;HCN+
NH+;N
CN;HCN+
CN;N
NH;CH2CN+
NH;H
C2H2+;CH2CN+
C2H2+;H
NH+;HCNH+
NH+;N
HCN;HCNH+
HCN;N
NH+;HCNH+
NH+;N
HNC;HCNH+
HNC;N
NH;CN
NH;NH2+
HCN+;CN
HCN+;NH2+
NH+;HCO+
NH+;N
CO;HCO+
CO;N
NH;HCO+
NH;N
CO+;HCO+
CO+;N
NH+;OCN+
NH+;H
CO;OCN+
CO;H
NH+;HN2+
NH+;N
N2;HN2+
N2;N
NH;SiN+
NH;H
Si+;SiN+
Si+;H
NH+;H2CO+
NH+;N
HCO;H2CO+
HCO;N
NH;CO
NH;NH2+
HCO+;CO
HCO+;NH2+
NH;N2
NH;NH2+
HN2+;N2
HN2+;NH2+
NH+;HN2+
NH+;O
NO;HN2+
NO;O
NH+;H3CO+
NH+;N
H2CO;H3CO+
H2CO;N
NH;H3CO+
NH;N
H2CO+;H3CO+
H2CO+;N
NH+;HCO+
NH+;NH2
H2CO;HCO+
H2CO;NH2
NH;NO
NH;NH2+
HNO+;NO
HNO+;NH2+
NH;HNO+
NH;O
O2+;HNO+
O2+;O
NH+;NO+
NH+;OH
O2;NO+
O2;OH
NH+;O2H+
NH+;N
O2;O2H+
O2;N
NH;NO2+
NH;H
O2+;NO2+
O2+;H
NH+;HS+
NH+;N
S;HS+
S;N
NH+;NS+
NH+;H
S;NS+
S;H
NH;NS+
NH;H
S+;NS+
S+;H
NH;O2
NH;NH2+
O2H+;O2
O2H+;NH2+
NH+;NO+
NH+;HCO
CO2;NO+
CO2;HCO
NH+;HNO+
NH+;CO
CO2;HNO+
CO2;CO
NH+;HCO2+
NH+;N
CO2;HCO2+
CO2;N
CH3+;H2CO+
CH3+;H
O;H2CO+
O;H
CH3+;HCO+
CH3+;H2
O;HCO+
O;H2
CH3+;CH4N+
CH3+;H
NH2;CH4N+
NH2;H
CH3+;C2H5+
CH3+;H2
CH4;C2H5+
CH4;H2
CH3+;H2CO+
CH3+;H2
OH;H2CO+
OH;H2
CH3+;NH4+
CH3+;CH2
NH3;NH4+
NH3;CH2
CH3+;CH4N+
CH3+;H2
NH3;CH4N+
NH3;H2
CH3+;C3H+
CH3+;H2
C2;C3H+
C2;H2
CH3+;C3H2+
CH3+;H2
C2H;C3H2+
C2H;H2
CH3+;H2C3H+
CH3+;H
C2H;H2C3H+
C2H;H
CH3+;CH2CN+
CH3+;H
CN;CH2CN+
CN;H
CH3+;H2C3H+
CH3+;H2
C2H2;H2C3H+
C2H2;H2
CH3+;C3H3+
CH3+;H2
CH3+;H
C2H3;C3H3+
C2H3;H2
C2H3;H
CH3+;CH3CCH+
CH3+;H2
C2H3;CH3CCH+
C2H3;H2
CH3+;C2H3+
CH3+;CH4
C2H4;C2H3+
C2H4;CH4
CH3+;H2C3H+
CH3+;H2
CH3+;H2
C2H4;H2C3H+
C2H4;H2
C2H4;H2
CH3+;C3H5+
CH3+;H2
C2H4;C3H5+
C2H4;H2
CH3+;SiCH2+
CH3+;H
Si;SiCH2+
Si;H
CH3;SiCH2+
CH3;H
Si+;SiCH2+
Si+;H
CH3+;HCSi+
CH3+;H2
Si;HCSi+
Si;H2
CH3;HCSi+
CH3;H2
Si+;HCSi+
Si+;H2
CH3+;CO
CH3+;CH4+
HCO;CO
HCO;CH4+
CH3+;SiCH2+
CH3+;H2
SiH;SiCH2+
SiH;H2
CH3+;C2H5+
CH3+;CH4
CH3CH3;C2H5+
CH3CH3;CH4
CH3+;C3H5+
CH3+;H2
CH3+;H2
CH3CH3;C3H5+
CH3CH3;H2
CH3CH3;H2
CH3+;C3H7+
CH3+;H2
CH3CH3;C3H7+
CH3CH3;H2
CH3+;HCO+
CH3+;CH4
H2CO;HCO+
H2CO;CH4
CH3+;PCH2+
CH3+;H
P;PCH2+
P;H
CH3+;H3CO+
CH3+;O
O2;H3CO+
O2;O
CH3+;H3CO+
CH3+;CH4
CH3OH;H3CO+
CH3OH;CH4
CH3;H2CS+
CH3;H
S+;H2CS+
S+;H
CH3+;HCS+
CH3+;H2
S;HCS+
S;H2
CH3+;SiH3+
CH3+;CH4
SiH4;SiH3+
SiH4;CH4
CH3+;H2CS+
CH3+;H2
HS;H2CS+
HS;H2
CH3+;H3CS+
CH3+;H2
H2S;H3CS+
H2S;H2
CH3+;H2CCl+
CH3+;H2
HCl;H2CCl+
HCl;H2
CH3+;H2CCl+
CH3+;H2
HCl;H2CCl+
HCl;H2
CH3+;C4H2+
CH3+;H2
C3H;C4H2+
C3H;H2
CH3+;C4H3+
CH3+;H2
C3H2;C4H3+
C3H2;H2
CH3+;C4H3+
CH3+;H2
H2CCC;C4H3+
H2CCC;H2
CH3+;C4H5+
CH3+;H
C3H3;C4H5+
C3H3;H
CH3+;H2CO
CH3+;C2H5+
CH3CHO;H2CO
CH3CHO;C2H5+
CH3+;H3CO+
CH3+;C2H4
CH3CHO;H3CO+
CH3CHO;C2H4
CH3+;CH3CO+
CH3+;CH4
CH3CHO;CH3CO+
CH3CHO;CH4
CH3+;HCO+
CH3+;N2
CH3+;H2
N2O;HCO+
N2O;N2
N2O;H2
CH3+;CH3CHOH+
CH3+;CH4
CH3OCH3;CH3CHOH+
CH3OCH3;CH4
CH3+;HOCS+
CH3+;H2
SO;HOCS+
SO;H2
CH3+;C5H2+
CH3+;H2
C4H;C5H2+
C4H;H2
CH3+;H2C3H+
CH3+;C2H2
H2CCCC;H2C3H+
H2CCCC;C2H2
CH3+;C5H3+
CH3+;H2
H2CCCC;C5H3+
H2CCCC;H2
CH3+;C3H3+
CH3+;HCN
HC3N;C3H3+
HC3N;HCN
CH3+;CH3CO+
CH3+;CH3CH3
CH3COCH3;CH3CO+
CH3COCH3;CH3CH3
CH3+;CH3COCH4+
CH3+;CH2
CH3COCH3;CH3COCH4+
CH3COCH3;CH2
CH3+;H3CS+
CH3+;CO
OCS;H3CS+
OCS;CO
CH3+;C6H2+
CH3+;H2
C5H;C6H2+
C5H;H2
CH3+;C6H3+
CH3+;H2
C5H2;C6H3+
C5H2;H2
CH3+;C7H2+
CH3+;H2
C6H;C7H2+
C6H;H2
CH3+;C7H3+
CH3+;H2
C6H2;C7H3+
C6H2;H2
CH3+;C8H2+
CH3+;H2
C7H;C8H2+
C7H;H2
CH3+;C8H3+
CH3+;H2
C7H2;C8H3+
C7H2;H2
CH3+;C9H2+
CH3+;H2
C8H;C9H2+
C8H;H2
CH3+;C9H3+
CH3+;H2
C8H2;C9H3+
C8H2;H2
O;HNO+
O;H
NH2+;HNO+
NH2+;H
O+;OH
O+;CH3+
CH4;OH
CH4;CH3+
O-;OH-
O-;CH3
CH4;OH-
CH4;CH3
O;OH
O;CH3+
CH4+;OH
CH4+;CH3+
O+;O2+
O+;H
OH;O2+
OH;H
O;O2+
O;H
OH+;O2+
OH+;H
O;HNO+
O;H2
NH3+;HNO+
NH3+;H2
O;H3O+
O;CH2
CH5+;H3O+
CH5+;CH2
O;H3CO+
O;H2
CH5+;H3CO+
CH5+;H2
O;O2+
O;H2
H2O+;O2+
H2O+;H2
O+;CO+
O+;C
C2;CO+
C2;C
O;CO+
O;C
C2+;CO+
C2+;C
O+;CO+
O+;CH
C2H;CO+
C2H;CH
O;HCO+
O;C
C2H+;HCO+
C2H+;C
O+;NO+
O+;C
CN;NO+
CN;C
O;HCO+
O;CH
C2H2+;HCO+
C2H2+;CH
O;HC2O+
O;H
C2H2+;HC2O+
C2H2+;H
O+;NO+
O+;CH
HCN;NO+
HCN;CH
O-;CN-
O-;OH
HCN;CN-
HCN;OH
O+;HCO+
O+;N
HCN;HCO+
HCN;N
O;HC2O+
O;H2
C2H3+;HC2O+
C2H3+;H2
O+;NO+
O+;N
N2;NO+
N2;N
O+;NO+
O+;N
N2;NO+
N2;N
O;NO+
O;N
N2+;NO+
N2+;N
O;CH3+
O;HCO
C2H4+;CH3+
C2H4+;HCO
O+;C2H2+
O+;H2O
C2H4;C2H2+
C2H4;H2O
O+;C2H3+
O+;OH
C2H4;C2H3+
